other_atom,RNA_atom,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399
388_nMg,391_nMg_nMg,,,,,,8.087070961173044,,9.229347947578766,,9.33540347124923,9.421924874058375,,8.289603749437193,9.562869759496047,9.466934456443084,7.944166125559007,7.827703804778534,8.317389099889239,8.022702035250262,9.008239971795893,8.734899534906955,7.691717813815271,9.602737197013715,,,,9.665397352440001,9.625559852949817,9.717320459396097,9.922534227422428,9.84506750175403,9.208751629744457,8.665471432273412,9.073885438082149,7.294588160877932,7.839194284762011,9.95623952683042,9.235631531644769,,8.891245638063575,8.346404879768642,9.438198346011212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.656273036794712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.854235232599754,,,,,,,,9.999829451651875,9.995326217854956,9.940544608865446,,,,9.901569591993852,,9.931525094022364,9.546218785809586,,8.740964912128248,,,,,,9.792091699214371,,9.882347724486213,,,,,,,,,,,,,,,,,8.247948368816932,8.823750250286066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.58294422904358,6.83189936062062,7.736827102887643,7.963409424303236,,,9.068249898536743,9.772420379372162,,9.164783644818206,9.194216794575238,8.216755367558351,8.288622684821624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.155057322992025,9.533127130925015,9.165101063337898,7.503576496013485,9.009023982827207,8.002587804265346,7.482665612740842,,8.884158512857095,8.971207706707311,8.769453870538728,9.277829266301916,9.320160135051193,9.156134297701001,8.93603619738522,,9.33568478546215,9.364026863854583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388_nMg,396_nMg_nMg,,,9.964199772838128,,9.818177375061158,8.85550483898845,,,,8.335497036475775,9.07783470322926,,8.430809224071623,9.247550075208014,9.656128266129013,9.222519858124224,8.149812662824406,8.58124079502434,9.225492292616547,8.65077670434885,8.225592877661152,8.1636123490524,8.846469797924058,8.964350442642681,8.838895405422205,8.703588181362669,8.379239489195278,7.084937609662938,7.17364294449839,9.07943469718687,7.947804645895886,8.846125084786308,8.521000195789098,9.408760049056644,8.392979415391366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.255580163286018,9.304050097711597,,8.428244677933508,8.747567018985583,9.324645746906342,,8.865926326353957,9.317779111498288,9.540425362144692,8.328007603862634,9.230640635467203,8.76489396454676,8.892664445067059,7.320109335876157,8.467542690158528,8.159591067832812,8.90522399927747,8.750169551733803,7.777909898201267,8.430125302397316,8.19025965674243,7.973960688918678,8.055316552061143,8.273956617454134,8.075499521956955,8.585654297613457,8.657704913613342,8.61994311009195,8.25642527700229,8.835271753327323,8.325785981931851,7.9361947282324365,7.42714361606078,7.9070541530756575,8.20779308304096,8.210932671144198,7.6743687244344905,6.919044611788,7.629881523028775,8.00461518271843,7.398965484048911,7.642306528724587,7.281815412798015,7.373032114461388,7.444424351162777,7.331249590213847,6.340578318222495,7.882801884084039,8.083887786940315,7.88449837616205,7.265246155696985,8.240009827674916,7.500809823856261,7.8479670933784575,6.700572820085393,7.174657817662433,7.807867260579695,7.533467346912434,8.213535005780738,7.062270227050014,6.631421578674006,6.239346094221244,7.36543399984579,6.623010040483877,6.9267906832670105,7.309136508749595,6.541430475498198,5.697473760363561,7.604867060064086,7.434112010428117,7.759258495438575,7.860575569855559,7.44883132425342,7.403610804154043,7.7436811513035755,7.171479185266805,7.084714509881445,6.777968009097582,7.212711185201093,7.6737278416120445,7.596087613295203,6.670016524121906,7.623598282534749,6.869383717208516,6.164801711005771,6.906964222016967,6.070408704529997,,9.96265133123476,7.70804525365797,7.947211168280888,7.649135356769285,6.62924078424571,7.082665392134903,6.879699796045054,7.115003122217757,6.328550843042784,7.22057817882101,8.741869875786048,8.078444991293651,7.953749551914371,7.122777580398234,7.700621837166198,9.248087978106476,7.966191951808636,7.910024548449855,7.277071315652818,7.988532792037126,8.937064140457984,8.528489107130264,7.891155517123429,5.741440853323432,7.022259524089987,9.933692488614296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.152094213180652,9.306672704951023,9.598971888866506,,,,,,,,9.081788457024077,8.911020446660864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.759201424899818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388_nMg,405_nMg_nMg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.292102631652035,8.501627624675994,7.6070716754522705,8.940330278381,5.955832607832563,8.142993566248029,9.981891800813129,,9.337484362538417,9.00718021137877,,,,9.306830715330884,8.416938081870235,7.0089113760790065,6.259686685362557,,,,,,,9.497546714455815,,,,,,,,9.222270062485272,8.989359959854742,8.312620826134486,8.558082738719609,9.742303315810176,,,9.393363612700073,,6.654395680670249,7.045321129897418,,9.26437764704505,,,,,,,8.081413079236706,,,9.186148863866956,7.073982157737129,7.385694920642805,7.341490088828256,6.220060395652816,6.372182292182664,6.780593283311231,6.84321764405981,8.210198274029276,9.35196286479562,9.191805089797837,9.571855475698394,,8.779960046905318,9.392613590652601,,,,,,,,7.78389090003015,8.962980042238344,,7.5327925636205375,8.6766506951317,8.07032326034239,7.567357803643123,6.896091064115436,9.6579434470646,,9.794574936345235,,,9.618967728569238,,,,9.657724572104435,9.599228112673856,,,9.710154515370045
388_nMg,415_nMg_nMg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.895432307133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388_nMg,420_nMg_nMg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.485322895626402,7.062403575807835,9.538864535764603,,9.998250368339495,,,,,,,,,,,,,,,,,,,,,7.5579748946044,,9.744216285503054,,,,,,9.230296016716586,,9.107058005857228,,,,,,,,,,,,,,,8.64413175698797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.940617544766553,,,,9.387266117752207,,,,,
388_nMg,425_nMg_nMg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.388758897184282,9.541477639663022,7.497969734092199,8.011106552378072,6.476057571429499,,,,,,,,,,8.41198619121253,9.38824347653628,8.855594152500316,9.764241149962238,,,,8.457908896318042,,6.272671694322077,6.959740104070098,8.556227607676442,,,8.183379682927816,8.467568602018712,9.427438256904606,8.826672411599588,8.81075043967583,9.930470499764654,9.769288171251462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.331732942221658,,8.976280655541009,9.855123225699773,8.940511565170272,,,9.579550594661166,8.26529206265443,9.576306507091987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388_nMg,440_nMg_nMg,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.69985245231277,9.821317595007761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388_nMg,452_nMg_nMg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.885608990458843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388_nMg,466_nMg_nMg,,,,,,,,,,9.721699459777543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.78892975188214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388_nMg,471_nMg_nMg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.295435482082464,8.822738742320034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
